id,name,address,suburb,postcode,section_id,category,priority,status,phone,website,lat,lng,notes,visit_notes,source,rating,place_id,updated_at,google_maps_url
f76b9394af32f93d,Pricerite Insulation,17 Infinity Drive VIC,,,west,wholesale,medium,prospect,+61 444 511 783,https://www.priceriteinsulation.com.au/,-37.8360479,144.7442731,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:08.143463+00:00,https://www.google.com/maps/search/?api=1&query=Pricerite+Insulation+17+Infinity+Drive+VIC+Melbourne
5bf192a0e4795835,Regional Farmers Markets,VIC,,,west,marketplace,medium,prospect,+61 419 351 878,http://www.rfm.net.au/,-37.86476,144.9010245,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:13.929199+00:00,https://www.google.com/maps/search/?api=1&query=Regional+Farmers+Markets+VIC+Melbourne
bcaf3b33fdfbcde9,Sagar Spices,254 Hampshire Road VIC,,,west,deli,medium,prospect,,,-37.78576,144.8326461,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:41:59.978607+00:00,https://www.google.com/maps/search/?api=1&query=Sagar+Spices+254+Hampshire+Road+VIC+Melbourne
addd940c623b6e45,Sagar Spices,VIC,,,west,deli,medium,prospect,,,-37.7855167,144.8328698,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:00.014761+00:00,https://www.google.com/maps/search/?api=1&query=Sagar+Spices+VIC+Melbourne
f66bedbf56f7a626,Shine Trimmings and Fabrics,1 Drake Boulevard Altona VIC 3018,Altona,3018,west,wholesale,medium,prospect,+61 3 9360 0600,https://shinewholesale.com.au/,-37.8506553,144.8346543,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:25.857255+00:00,https://www.google.com/maps/search/?api=1&query=Shine+Trimmings+and+Fabrics+1+Drake+Boulevard+Altona+VIC+3018+Melbourne
203716b73ce76401,Spotswood Slow Food Market,VIC,,,west,marketplace,medium,prospect,,,-37.8306438,144.8833822,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:13.014546+00:00,https://www.google.com/maps/search/?api=1&query=Spotswood+Slow+Food+Market+VIC+Melbourne
949ec93c7a4b527a,The Olive Branch,VIC,,,west,deli,medium,prospect,,,-37.8725477,144.7757158,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:20.695549+00:00,https://www.google.com/maps/search/?api=1&query=The+Olive+Branch+VIC+Melbourne
9c2fbdf22767cc18,Vic Fields Fruit & Veg,VIC,,,west,greengrocer,medium,prospect,,,-37.7821985,144.8344936,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:41:54.122641+00:00,https://www.google.com/maps/search/?api=1&query=Vic+Fields+Fruit+%26+Veg+VIC+Melbourne
af60783979b6ccee,Vincent Vegetarian Food,36 West Circuit VIC,,,west,health food,medium,prospect,,,-37.8049595,144.8128273,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:25.631759+00:00,https://www.google.com/maps/search/?api=1&query=Vincent+Vegetarian+Food+36+West+Circuit+VIC+Melbourne
456736f6a3dda74b,Vạn Thành Asian Grocery,VIC,,,west,greengrocer,medium,prospect,,,-37.7692927,144.8647609,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:13.790129+00:00,https://www.google.com/maps/search/?api=1&query=V%E1%BA%A1n+Th%C3%A0nh+Asian+Grocery+VIC+Melbourne
de237ea9663d718e,Williamstown specialty / gourmet cluster,"Nelson Place / Ferguson Street, Williamstown VIC 3016",Williamstown,3016,west,gourmet strip,medium,prospect,,,-37.8615,144.9055,Bayside west independents,,seed,,,2026-09-17T13:41:19.747043+00:00,https://www.google.com/maps/search/?api=1&query=Williamstown+specialty+%2F+gourmet+cluster+Nelson+Place+%2F+Ferguson+Street%2C+Williamstown+VIC+3016+Melbourne
893717fad607a635,Yarraville Village specialty foods,"Anderson / Ballarat Street, Yarraville VIC 3013",Yarraville,3013,west,gourmet strip,medium,prospect,,,-37.8165,144.8895,Walk village for independents,,seed,,,2026-09-17T13:41:19.704339+00:00,https://www.google.com/maps/search/?api=1&query=Yarraville+Village+specialty+foods+Anderson+%2F+Ballarat+Street%2C+Yarraville+VIC+3013+Melbourne
8c0405e47e4fb1d6,matteo's delicatessen,VIC,,,west,deli,medium,prospect,,,-37.8695606,144.8304217,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:23.744963+00:00,https://www.google.com/maps/search/?api=1&query=matteo%27s+delicatessen+VIC+Melbourne
