id,name,address,suburb,postcode,section_id,category,priority,status,phone,website,lat,lng,notes,visit_notes,source,rating,place_id,updated_at,sales_category,sales_category_label,sales_category_reason,google_maps_url
19c1526f1e5ef5e6,Kampong Cham Grocery,1-3 St Johns Avenue VIC,,,dandenong-corridor,greengrocer,medium,prospect,+61 488 889 717,,-37.9485042,145.1507237,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:41:55.788863+00:00,asian,Asian grocery,override:kampong,"https://www.google.com/maps/search/?api=1&query=-37.9485042,145.1507237"
b98f09b4aa9d0430,Lien Hung Chinese Grocery,VIC,,,dandenong-corridor,greengrocer,medium,prospect,+61 3 9547 4808,,-37.9501883,145.15084,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:41:55.990936+00:00,asian,Asian grocery,override:chinese grocery,"https://www.google.com/maps/search/?api=1&query=-37.9501883,145.15084"
df42ae2cd4d05743,Manila Grocers,VIC,,,dandenong-corridor,wholesale,medium,prospect,,,-38.0175534,145.2716005,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:00.344098+00:00,asian,Asian grocery,override:manila grocer,"https://www.google.com/maps/search/?api=1&query=-38.0175534,145.2716005"
059036517bb427c0,Market Europa,VIC,,,dandenong-corridor,greengrocer,medium,prospect,,,-37.9537601,145.178516,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:41:55.889636+00:00,western_premium,Western premium / independent,override:market europa,"https://www.google.com/maps/search/?api=1&query=-37.9537601,145.178516"
74829c7ca42bb5b8,Springvale Asian Grocery cluster,"Springvale Road, Springvale VIC 3171",Springvale,3171,dandenong-corridor,specialty / spice grocery,medium,prospect,,,-37.9495,145.1525,Dense spice & specialty grocery strip,,seed,,,2026-09-17T13:38:27.308920+00:00,asian,Asian grocery,override:springvale asian,"https://www.google.com/maps/search/?api=1&query=-37.9495,145.1525"
b4abb2682db9b6e7,Springvale shopping strip (Asian groceries & spices),"Springvale Road, Springvale VIC 3171",Springvale,3171,dandenong-corridor,specialty / spice grocery strip,medium,prospect,,,-37.9495,145.1525,Walk the strip for spice & specialty independents,,seed,,,2026-09-17T13:41:18.925453+00:00,asian,Asian grocery,heuristic:asian,"https://www.google.com/maps/search/?api=1&query=-37.9495,145.1525"
4faacede6eee9c67,Thanh Thien Springvale Fresh Fruit Market,VIC,,,dandenong-corridor,greengrocer,medium,prospect,,,-37.9515898,145.1515148,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:41:56.053923+00:00,asian,Asian grocery,heuristic:asian,"https://www.google.com/maps/search/?api=1&query=-37.9515898,145.1515148"
efba40e05a46ffcc,Uncle's Smallgoods,32 Gladstone Road Dandenong VIC 3175,Dandenong,3175,dandenong-corridor,deli,medium,prospect,+61 3 9793 0135,https://www.unclessmallgoods.com/,-37.9714726,145.2042816,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:26.787306+00:00,western_premium,Western premium / independent,override:uncle's smallgoods,"https://www.google.com/maps/search/?api=1&query=-37.9714726,145.2042816"
1ec2515cdc4c470d,Wisla Continental,VIC,,,dandenong-corridor,deli,medium,prospect,,,-37.9891208,145.2163816,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:41:57.194490+00:00,western_premium,Western premium / independent,override:wisla continental,"https://www.google.com/maps/search/?api=1&query=-37.9891208,145.2163816"
ea5a8f76a5276e08,Balwyn Fruit Supply,419 Whitehorse Road Balwyn VIC 3103,Balwyn,3103,inner-east,greengrocer,medium,prospect,,,-37.813052,145.0843724,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:41:55.439485+00:00,other,Uncategorised / other,other:produce,"https://www.google.com/maps/search/?api=1&query=-37.813052,145.0843724"
c18677f395d6d316,Barossa Fine Foods,VIC,,,inner-east,deli,medium,prospect,,,-37.8462769,144.9924899,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:06.978224+00:00,western_premium,Western premium / independent,override:barossa fine foods,"https://www.google.com/maps/search/?api=1&query=-37.8462769,144.9924899"
e72e9d9bd19c02ce,Beaucare,VIC,,,inner-east,health food,medium,prospect,,,-37.8759594,145.0427072,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:01.080998+00:00,western_premium,Western premium / independent,override:beaucare,"https://www.google.com/maps/search/?api=1&query=-37.8759594,145.0427072"
6c8a8eafd2e97809,Bird & Co Organics,"Glenferrie Road precinct, Hawthorn VIC 3122",Hawthorn,3122,inner-east,organic / specialty,medium,prospect,,,-37.8218,145.0358,Verify exact shopfront on Glenferrie Rd visit,,seed,,,2026-09-17T13:41:18.958495+00:00,western_premium,Western premium / independent,override:bird & co,"https://www.google.com/maps/search/?api=1&query=-37.8218,145.0358"
793a2692533cd9be,Bukuria Quality Smallgoods,VIC,,,inner-east,deli,medium,prospect,,,-37.8765915,144.9964104,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:09.213143+00:00,western_premium,Western premium / independent,override:bukuria,"https://www.google.com/maps/search/?api=1&query=-37.8765915,144.9964104"
7d43ac83bdf72789,Camberwell Fresh Food Market,525 Riversdale Road Camberwell VIC 3124,Camberwell,3124,inner-east,organic marketplace,medium,prospect,,,-37.831119,145.0578248,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:24.859673+00:00,western_premium,Western premium / independent,override:camberwell fresh food,"https://www.google.com/maps/search/?api=1&query=-37.831119,145.0578248"
d0a7878f11975b4f,Camberwell Sunday Market,VIC,,,inner-east,marketplace,medium,prospect,,https://camberwellsundaymarket.org/,-37.8297223,145.0579477,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:23.067368+00:00,other,Uncategorised / other,other:produce,"https://www.google.com/maps/search/?api=1&query=-37.8297223,145.0579477"
1a79e0a1e486b0c9,Chaso's Gourmet Deli,VIC,,,inner-east,deli,medium,prospect,,,-37.846207,144.9925025,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:06.898211+00:00,western_premium,Western premium / independent,override:chaso's gourmet,"https://www.google.com/maps/search/?api=1&query=-37.846207,144.9925025"
8621cb3943fce51f,Cleo's Deli,VIC,,,inner-east,deli,medium,prospect,,,-37.8464174,144.992471,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:07.190306+00:00,other,Uncategorised / other,other:generic_deli,"https://www.google.com/maps/search/?api=1&query=-37.8464174,144.992471"
db9fbab06895ce7f,DailyFresher Fruit & Vegetables,322 Queens Parade VIC 3068,,3068,inner-east,greengrocer,medium,prospect,,,-37.78853,144.99035,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:41:53.095213+00:00,other,Uncategorised / other,other:produce,"https://www.google.com/maps/search/?api=1&query=-37.78853,144.99035"
7f1ff3f3f779479e,Demaria's Grocer,VIC,,,inner-east,greengrocer,medium,prospect,,,-37.8178569,144.9988218,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:09.990417+00:00,western_premium,Western premium / independent,override:demaria,"https://www.google.com/maps/search/?api=1&query=-37.8178569,144.9988218"
09f4a5c61a3bba01,Demaria's Grocer,VIC,,,inner-east,deli,medium,prospect,,,-37.8178184,144.9991165,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:10.428479+00:00,western_premium,Western premium / independent,override:demaria,"https://www.google.com/maps/search/?api=1&query=-37.8178184,144.9991165"
ef6b909ec7c44408,Food House Deli,VIC,,,inner-east,deli,medium,prospect,,,-37.8461791,144.9924679,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:07.469396+00:00,western_premium,Western premium / independent,override:food house deli,"https://www.google.com/maps/search/?api=1&query=-37.8461791,144.9924679"
83981097a4094ff5,Food Market (4th Saturday),VIC,,,inner-east,marketplace,medium,prospect,,,-37.8025565,145.003641,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:41:58.073338+00:00,other,Uncategorised / other,other:market,"https://www.google.com/maps/search/?api=1&query=-37.8025565,145.003641"
35559a10950fc608,Fruto,VIC,,,inner-east,greengrocer,medium,prospect,,,-37.8457992,144.9925331,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:07.357583+00:00,other,Uncategorised / other,other:greengrocer,"https://www.google.com/maps/search/?api=1&query=-37.8457992,144.9925331"
abf51628b8d34a7e,Gleadell Street Market,VIC,,,inner-east,marketplace,medium,prospect,,https://www.yarracity.vic.gov.au/the-area/visiting-yarra/markets/gleadell-street-market,-37.8170454,145.0016485,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:11.658851+00:00,other,Uncategorised / other,other:market,"https://www.google.com/maps/search/?api=1&query=-37.8170454,145.0016485"
3641f7b5c85023d2,Hawthorn Organic Food Store / local organics cluster,"Glenferrie Road precinct, Hawthorn VIC 3122",Hawthorn,3122,inner-east,organic grocery,medium,prospect,,,-37.8225,145.0355,Walk Glenferrie Rd for independents,,seed,,,2026-09-17T13:38:27.121828+00:00,western_premium,Western premium / independent,override:hawthorn organic,"https://www.google.com/maps/search/?api=1&query=-37.8225,145.0355"
2d377d914da22570,HelleniCo Deli,121 Bulleen Road VIC,,,inner-east,deli,medium,prospect,+61 3 9857 0135,https://www.hellenicodeli.com.au/,-37.7841418,145.0775743,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:10.890243+00:00,western_premium,Western premium / independent,heuristic:indie_deli,"https://www.google.com/maps/search/?api=1&query=-37.7841418,145.0775743"
c6ab962bf316e009,Klein's Gourmet Food,47 Glen Eira Road Ripponlea VIC 3185,Ripponlea,3185,inner-east,deli,medium,prospect,,,-37.8765215,144.9967284,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:26.992705+00:00,western_premium,Western premium / independent,override:klein's gourmet,"https://www.google.com/maps/search/?api=1&query=-37.8765215,144.9967284"
8f6599e2b8ad795b,Laikon Deli,324 Bridge Road Richmond VIC 3121,Richmond,3121,inner-east,deli,medium,prospect,,https://www.laikondeli.com.au/,-37.8190285,145.0021439,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:41:55.289430+00:00,western_premium,Western premium / independent,heuristic:indie_deli,"https://www.google.com/maps/search/?api=1&query=-37.8190285,145.0021439"
602c4109c8f83c3e,Localized Organic Food Store,116 Swan Street VIC,,,inner-east,health food,medium,prospect,,,-37.8253178,144.9936967,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:00.073837+00:00,western_premium,Western premium / independent,override:localized organic,"https://www.google.com/maps/search/?api=1&query=-37.8253178,144.9936967"
0ce7f2986a4ff0e3,Maita,VIC,,,inner-east,greengrocer,medium,prospect,,,-37.8754994,145.0390684,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:12.366603+00:00,other,Uncategorised / other,other:greengrocer,"https://www.google.com/maps/search/?api=1&query=-37.8754994,145.0390684"
57cb6560d1a56bb6,Maxmore,VIC,,,inner-east,health food,medium,prospect,,,-37.8751549,145.0918702,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:00.950870+00:00,western_premium,Western premium / independent,override:maxmore,"https://www.google.com/maps/search/?api=1&query=-37.8751549,145.0918702"
4a0b605d0710fd71,McCoppins Food & Wine,VIC,,,inner-east,deli,medium,prospect,,,-37.8331941,145.0473435,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:08.631477+00:00,western_premium,Western premium / independent,override:mccoppin,"https://www.google.com/maps/search/?api=1&query=-37.8331941,145.0473435"
6447c45d7c1e9543,Mont Albert Fresh Fruit & Vegetables,VIC,,,inner-east,organic greengrocer,medium,prospect,,,-37.8203525,145.1053014,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:18.894269+00:00,other,Uncategorised / other,other:produce,"https://www.google.com/maps/search/?api=1&query=-37.8203525,145.1053014"
99ef6072b7f1be8a,Naheda's Choice,VIC,,,inner-east,deli,medium,prospect,,,-37.8463531,144.9925248,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:06.832525+00:00,other,Uncategorised / other,other:fallback,"https://www.google.com/maps/search/?api=1&query=-37.8463531,144.9925248"
022df7cb951a1148,Naheda’s Choice,VIC,,,inner-east,greengrocer,medium,prospect,,,-37.8460307,144.9925682,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:12.758046+00:00,other,Uncategorised / other,other:greengrocer,"https://www.google.com/maps/search/?api=1&query=-37.8460307,144.9925682"
43d13794256c8d29,Obelix & Co,217 St Georges Road VIC,,,inner-east,deli,medium,prospect,+61 3 9077 2974,https://obelixandco.com.au/,-37.7840326,144.9830413,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:41:52.701608+00:00,other,Uncategorised / other,other:fallback,"https://www.google.com/maps/search/?api=1&query=-37.7840326,144.9830413"
07fd09c7307fe946,Pete n' Rosies,VIC,,,inner-east,deli,medium,prospect,,,-37.8463446,144.9924783,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:07.134118+00:00,other,Uncategorised / other,other:fallback,"https://www.google.com/maps/search/?api=1&query=-37.8463446,144.9924783"
0f38f7d4d789defd,Pino's Fresh Produce,VIC,,,inner-east,greengrocer,medium,prospect,,,-37.8459327,144.9929051,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:07.406839+00:00,other,Uncategorised / other,other:produce,"https://www.google.com/maps/search/?api=1&query=-37.8459327,144.9929051"
df5fb7c2d96c85b6,Prahran Market,163 Commercial Road VIC 3141,,3141,inner-east,marketplace,medium,prospect,,https://www.prahranmarket.com.au/,-37.8460646,144.9925928,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:22.543522+00:00,western_premium,Western premium / independent,override:prahran market,"https://www.google.com/maps/search/?api=1&query=-37.8460646,144.9925928"
de3985d6f9bf1fc2,Providore,722 Glenferrie Road VIC,,,inner-east,deli,medium,prospect,,,-37.8195972,145.0361977,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:25.226370+00:00,western_premium,Western premium / independent,override:providore,"https://www.google.com/maps/search/?api=1&query=-37.8195972,145.0361977"
66b92d6ef4ecc768,Reliable Fruit,VIC,,,inner-east,greengrocer,medium,prospect,,,-37.8458345,144.9927182,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:07.312770+00:00,other,Uncategorised / other,other:produce,"https://www.google.com/maps/search/?api=1&query=-37.8458345,144.9927182"
204c08c6911939f7,Richmond Swan Street specialty foods,"Swan Street, Richmond VIC 3121",Richmond,3121,inner-east,gourmet strip,medium,prospect,,,-37.8235,144.9975,Inner-east independents,,seed,,,2026-09-17T13:41:20.279367+00:00,western_premium,Western premium / independent,override:richmond swan street specialty,"https://www.google.com/maps/search/?api=1&query=-37.8235,144.9975"
7a158335ffd86185,Salzano Delicatessen,73 Doncaster Road VIC,,,inner-east,deli,medium,prospect,+61 3 9859 0588,,-37.7926114,145.0712586,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:04.842823+00:00,western_premium,Western premium / independent,override:salzano,"https://www.google.com/maps/search/?api=1&query=-37.7926114,145.0712586"
4f1f68c871fb408f,Signorelli Fresh,433 Whitehorse Road Balwyn VIC 3103,Balwyn,3103,inner-east,greengrocer,medium,prospect,,,-37.8131298,145.0848285,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:41:55.366593+00:00,other,Uncategorised / other,other:greengrocer,"https://www.google.com/maps/search/?api=1&query=-37.8131298,145.0848285"
abc22184e15a8e09,Signorelli's,79 Doncaster Road Balwyn North VIC 3104,Balwyn North,3104,inner-east,greengrocer,medium,prospect,,,-37.7926631,145.0714684,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:04.684136+00:00,other,Uncategorised / other,other:greengrocer,"https://www.google.com/maps/search/?api=1&query=-37.7926631,145.0714684"
673ed9d19f906671,Smith Street Alimentari,302 Smith Street Collingwood VIC 3066,Collingwood,3066,inner-east,deli,medium,prospect,,,-37.800176,144.984232,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:41:52.929124+00:00,other,Uncategorised / other,other:fallback,"https://www.google.com/maps/search/?api=1&query=-37.800176,144.984232"
db9c1852a0d45563,South Yarra Finer Fruit,123B Park Street VIC,,,inner-east,greengrocer,medium,prospect,+61 3 9866 2746,,-37.8343193,144.9823458,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:41:51.550044+00:00,other,Uncategorised / other,other:produce,"https://www.google.com/maps/search/?api=1&query=-37.8343193,144.9823458"
86249698d0add563,Stan's Deli,248b Glenferrie Road VIC 3144,,3144,inner-east,deli,medium,prospect,,,-37.8578573,145.0294203,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:13.676050+00:00,western_premium,Western premium / independent,heuristic:indie_deli,"https://www.google.com/maps/search/?api=1&query=-37.8578573,145.0294203"
02216c68de9d1208,TDP Marts Abbotsford,313 Victoria Street Abbotsford VIC 3067,Abbotsford,3067,inner-east,greengrocer,medium,prospect,,,-37.8093939,144.9959035,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:19.675084+00:00,other,Uncategorised / other,other:greengrocer,"https://www.google.com/maps/search/?api=1&query=-37.8093939,144.9959035"
f5c088be6002ed3e,The Cheese Shop Deli,VIC,,,inner-east,deli,medium,prospect,,,-37.8462677,144.9925364,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:06.807481+00:00,western_premium,Western premium / independent,override:cheese shop,"https://www.google.com/maps/search/?api=1&query=-37.8462677,144.9925364"
70ce6fdd4db6a6f0,The Corner Deli,229 High Street Ashburton VIC 3147,Ashburton,3147,inner-east,deli,medium,prospect,+61 3 9985 1808,,-37.8631005,145.0780847,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:41:52.816799+00:00,western_premium,Western premium / independent,heuristic:indie_deli,"https://www.google.com/maps/search/?api=1&query=-37.8631005,145.0780847"
1f3351cecd02979a,The Fermentary,394 Queens Parade VIC 3068,,3068,inner-east,deli,medium,prospect,,https://www.thefermentary.com.au/,-37.7874566,144.9921586,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:26.362509+00:00,other,Uncategorised / other,other:fallback,"https://www.google.com/maps/search/?api=1&query=-37.7874566,144.9921586"
2cfab34686728e62,The Rustic Table Delicatessen & Cafe,VIC,,,inner-east,deli,medium,prospect,,,-37.8499983,145.0930784,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:22.260977+00:00,western_premium,Western premium / independent,override:rustic table,"https://www.google.com/maps/search/?api=1&query=-37.8499983,145.0930784"
442db402bf9ae7d3,The Source Bulk Foods Hawthorn,"670 Glenferrie Road, Hawthorn VIC 3122",Hawthorn,3122,inner-east,bulk / wholefoods,medium,prospect,,https://www.thesourcebulkfoods.com.au,-37.8228,145.0352,Bulk wholefoods chain — check spice range & buyer,,seed,,,2026-09-17T13:41:19.001823+00:00,western_premium,Western premium / independent,override:the source bulk,"https://www.google.com/maps/search/?api=1&query=-37.8228,145.0352"
584fe2e8a3b82256,Top Shelf Fruits,225 High Street Ashburton VIC 3147,Ashburton,3147,inner-east,greengrocer,medium,prospect,+61 3 9885 2242,,-37.8630815,145.0779546,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:41:52.739112+00:00,other,Uncategorised / other,other:greengrocer,"https://www.google.com/maps/search/?api=1&query=-37.8630815,145.0779546"
7edcb971eefa1dea,Toscano's,VIC,,,inner-east,greengrocer,medium,prospect,,,-37.8060227,145.0325457,Found via OpenStreetMap Overpass,,overpass,,,2026-09-17T13:42:10.497623+00:00,other,Uncategorised / other,other:greengrocer,"https://www.google.com/maps/search/?api=1&query=-37.8060227,145.0325457"
